8c, 260, 0, 0, 0
18, ffffffffffffffff, 362367c310, 0, 362367c3b8
1d3, f, 362367c908, a0, 362367c908
19, ffffffffffffffff, 1a, 362367cb60, 8
19, ffffffffffffffff, 34, 362367ca30, 8
e, 48, 0, 0, 1
24, fffffffffffffffe, 2001c, 0, 362367cb90
3f, 7e8, 21f39803d80, d6faafc430, 40
19, 7e8, 1, d6faafc730, 30
19, 7e8, 0, d6faafc1d0, 30
3f, 7e8, 5f27ce6020, d6faafc1c0, 8
3e, 378, 253a8849920, 0, 253a8849930
f, 168, 0, 1772ae2a740, 0
f, 160, 0, 0, 0
5c, b24, 4, 8cd5c7f7b0, 2
8c, 1f4, 0, 0, 0
89, 770, 0, 47fcfaf8a0, 10
f, 770, 770, 24580a33618, 0
1e3, 20, 24581b715b0, 10, 47fcfafc38
3f, 7e8, 21f39803730, d6faafc200, 448
3f, 7e8, 21f39803dc0, 27a7f542bb0, 74
f, 7e8, 1, 27a7e9b07e0, 4
26, d6faafc6a8, 410, d6faafc650, d6faafc640
f, 15c, 0, 1772ae2a940, 1
55, a3fb8ff3e0, 80100080, a3fb8ff420, a3fb8ff3e8
7, 1304, 0, 0, 0
f, 1304, 1, 238a35107e0, 4
7, fbc, 0, 0, 0
14c2, c, a3fb8ff520, 0, 14ff
5b, 8, a3fb8ff540, 1, 1
4, ffffffffffffffff, 1, a3fb8ff188, a3fb770290
3e, 284, 3, 284, d
55, a3fb8ff340, 80100080, a3fb8ff380, a3fb8ff348
f, 130, 0, 1772ae17140, 1
f, 12c, 0, 1772ae06e90, 1772ae06e98
f, 134, 0, 1772ae2a540, 0
12, 4b57b0eff0, 20019, 4b57b0f010, 1772ae2a5e0
17, 134, 4b57b0f000, 2, 4b57b0f040
f, 134, 0, 4b57b0efb8, 0
d, fffffffffffffffe, a, 4b57b0f0c0, 4
25, fffffffffffffffe, 2a, 362367cb90, 4
37, 362367cb28, d, 362367ca80, 3
28, 248, ffffffffffffffff, 181a79db090, 0
31, 362367c980, 0, 5262c, 7cc80ae5
50, ffffffffffffffff, 362367c910, 362367c908, 2
50, ffffffffffffffff, 362367c910, 362367c908, 4
50, ffffffffffffffff, 362367c910, 362367c908, 2
50, ffffffffffffffff, 362367c990, 362367c988, 4
50, ffffffffffffffff, 362367c990, 362367c988, 2
23, ffffffffffffffff, 7fff25d20000, 3, 362367c6b8
50, ffffffffffffffff, 362367c9d0, 362367c9d8, 4
19, 7e8, 0, d6faafc700, 30
3f, 7e8, b5a87d1018, d6faafc6d8, 8
3f, 7e8, 7fff274943a0, d6faafc6c0, 8
3f, 7e8, 231ae804120, d6faafcae0, 138
3f, 7e8, 231ae803d90, d6faafc430, 40
f, 114, 1, 1772ace07e0, 4
f, 10c, 0, 0, 0
f, 108, 0, 8, 0
f, e0, 0, 8, 0
f, e4, 0, 1772ae17240, 0
f, e8, 0, 0, 0
f, ec, 0, 1772ae17440, 0
f, f0, 0, 1772ae17d40, 0
f, f8, 0, 1772ae17e40, 1
f, f4, 0, 1772ae17b40, 0
f, c0, 0, 1772ae2bd40, 1772ae2bd40
f, c4, 0, 8, 1772ae02600
f, bc, 0, 8, 1772ae02a00
7, 1304, 0, 0, 0
19, 7e8, 1, d6faafc730, 30
19, 7e8, 0, d6faafc1d0, 30
3f, 7e8, b5a87d1020, d6faafc1c0, 8
3f, 7e8, 231ae803740, d6faafc200, 448
3f, 7e8, 231ae803dd0, 27a7f5427b0, 76
f, 7e8, 1, 27a7e9b07e0, 4
26, d6faafc6a8, 410, d6faafc650, d6faafc640
19, 7e8, 0, d6faafc700, 30
3f, 7e8, 7ca1a0018, d6faafc6d8, 8
3f, 7e8, 7fff274943a0, d6faafc6c0, 8
3f, 7e8, 15b14e040a0, d6faafcae0, 138
3f, 7e8, 15b14e03d10, d6faafc430, 40
19, 7e8, 1, d6faafc730, 30
17c, 18, 100010005, 10005, 1
17c, 20, 1, 0, ffff0000
90, 30, 1c, 2c, 187eba02558
48, 426997f388, 1f0003, 0, 0
13b8, 20002, 1c5acfc8370, 1c59c63b300, 20
1e3, 18, 1c5a1662760, 10, c41757fa78
8c, 1f0, 0, 0, 0
1ae, 20, 9, b7fbaff6a0, 4
d, fffffffffffffffe, 2c, 2a6e6821c68, 8
24, fffffffffffffffe, 4, 1, 2a6e75b1fc8
86, 4ac, 2a6e8545270, 0, 5c
21, fffffffffffffffa, 1, b7fbafe1d0, 58
d, fffffffffffffffe, 5, b7fbafe0e0, 8
d, fffffffffffffffe, 5, b7fbafe108, 8
3c, ffffffffffffffff, fffffffffffffffe, ffffffffffffffff, 187824e8058
1ae, 20, 9, 426997f440, 4
1ae, 20, 9, 426997f468, 4
1e3, 20, 1878a5c0b00, 10, 426997f598
1e3, 18, 2b4830bd6a0, 10, f297fff708
f, 594, 1, 192814f07e0, 4
f, 680, 1, 192814f07e0, 4
f, 320, 1, 192814f07e0, 4
f, 2f0, 1, 192814f07e0, 4
8, 25c, 0, 0, 0
4, 794, 0, 0, 1
25, 794, 0, 8eedf2e9a0, 30
f, 794, 1, 192814f07e0, 4
5e, 7fffffff0005000c, 200, 28, 8eedf2e880
5e, 7fffffff0005000c, 200, 28, 8eedf2e740
5e, 7fffffff0005000c, 200, 28, 8eedf2e720
17c, 88, 1, 0, ffff0000
0, 25b4ac6f6a0, fffffffffffffffb, 1, 7fff1c559ba8
19, 7e8, 0, d6faafc1d0, 30
1e3, 18, 1c5a62ea5d0, 10, c4170ff738
3f, 7e8, 7ca1a0020, d6faafc1c0, 8
3f, 7e8, 15b14e036c0, d6faafc200, 448
3f, 7e8, 15b14e03d50, 27a7f5cc070, 7a
f, 7e8, 1, 27a7e9b07e0, 4
26, d6faafc6a8, 410, d6faafc650, d6faafc640
19, 7e8, 0, d6faafc700, 30
3f, 7e8, e2cdb6d018, d6faafc6d8, 8
3f, 7e8, 7fff274943a0, d6faafc6c0, 8
3f, 7e8, 26ddcc04140, d6faafcae0, 138
3f, 7e8, 26ddcc03d80, d6faafc430, 40
19, 7e8, 1, d6faafc730, 30
19, 7e8, 0, d6faafc1d0, 30
3f, 7e8, e2cdb6d020, d6faafc1c0, 8
3f, 7e8, 26ddcc03730, d6faafc200, 448
3f, 7e8, 26ddcc03dc0, 27a000b22a0, a0
d, fffffffffffffffe, 5, a32616e300, 8
86, 3c4, 25b4acbc360, 0, a32616e780
0, 25b4ac6f6a0, fffffffffffffffb, 1, 7fff1c559ba8
d, fffffffffffffffe, 5, a32616e300, 8
86, 3c4, 25b4acbc360, 0, a32616e780
0, 25b4ac6f6a0, fffffffffffffffb, 1, 7fff1c559ba8
d, fffffffffffffffe, 5, a32616e300, 8
76, ffffffffffffffff, a32616ed00, a32616ec50, 1000
1ae, 24, 9, a32616f528, 4
1e3, 24, 25b4ac0f930, 10, a32616f658
83, 408, 0, 10, 408
48, 425f8fddc0, 1f0003, 0, 1
7, 3f8, 658, 0, 0
f, 658, 1, 1b647e007e0, 4
16, dc, 7, 425f8fdb38, 4
129, 425f8fdb90, 1, 425f8fdbf0, 0
16, 658, 7, 425f8fdb38, 4
129, 425f8fdb90, 1, 425f8fdbf0, 0
17, 46c, 425f8fdec8, 2, 425f8fdbf0
f, 46c, 1, 1b647e007e0, 0
f, 658, 1, 1b647e007e0, 0
8c, 428, 20000, 1b648d86a50, 1b647fb41d8
89, 304, 0, 4dfb3ff958, 10
8c, 304, 0, 0, 0
1ae, 20, 9, 4dfb3ff7d0, 4
d, fffffffffffffffe, 2c, 162eb485cd8, 8
48, 4dfb3fea60, 1f0003, 0, 1
7, 190, 56c, 0, 0
f, 56c, 1, 162eb2c07e0, 4
129, 4dfb3fdd38, 2000000, 4dfb3fdd78, 0
f, b8, 1, 1772ace07e0, 4
f, ac, 1, 1772ace07e0, 0
f, b4, 1, 1772ace07e0, 0
f, b0, 1, 1772ace07e0, 4
f, a4, 1, 1772ace07e0, 0
f, 248, 0, 362367c8f8, 0
f, a8, 1, 1772ace07e0, 0
1bd, 28, 47ec87f510, 0, 47ec87f540
1bd, 28, 47ec87f460, 0, 47ec87f468
90, 2c, 18, 28, 1ed4ce30d68
e, ac, 0, 10, 80000000
1e3, 1c, 1ed4ce3a000, 10, 47ec87f5e8
1bd, 2c, 4e2d2ff600, 0, 4e2d2ff630
1bd, 2c, 4e2d2ff550, 0, 4e2d2ff558
90, 30, 1c, 2c, 233b2202558
1e3, 20, 233ba1933e0, 10, 4e2d2ff6d8
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
5e, 7fffffff0005000c, 200, 28, 8eedf2e7c0
16, 56c, 7, 4dfb3fdb18, 4
129, 4dfb3fdb70, 20019, 4dfb3fdbd0, 0
f, 56c, 0, 0, 0
16, 5a4, 4, 4dfb3fdc50, 28
129, 4dfb3fdd38, 2000000, 4dfb3fdd78, 0
16, 56c, 7, 4dfb3fdb18, 4
f, 7e8, 1, 27a7e9b07e0, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
129, 4dfb3fdb70, 20019, 4dfb3fdbd0, 0
f, 56c, 20019, 4dfb3fdb90, 5c
17, 5a4, 4dfb3fde48, 2, 4dfb3fdb70
17, 5a4, 4dfb3fde48, 2, 4dfb3fdb70
17, 5a4, 4dfb3fde48, 2, 4dfb3fdb70
17, 5a4, 4dfb3fde48, 2, 4dfb3fdb70
17, 5a4, 4dfb3fde18, 2, 4dfb3fdb40
17, 5a4, 4dfb3fde18, 2, 4dfb3fdb40
17, 5a4, 4dfb3fde18, 2, 4dfb3fdb40
17, 5a4, 4dfb3fde18, 2, 4dfb3fdb40
17, 5a4, 4dfb3fde18, 2, 4dfb3fdb40
17, 5a4, 4dfb3fde18, 2, 4dfb3fdb40
16, 5a4, 4, 4dfb3fdc50, 28
f, 5a4, 1, 162eb2c07e0, 0
129, 4dfb3fdd38, 2000000, 4dfb3fdd78, 0
16, 5a4, 7, 4dfb3fdb18, 4
129, 4dfb3fdb70, 20019, 4dfb3fdbd0, 0
f, 5a4, 0, 0, 0
16, 56c, 4, 4dfb3fdc50, 28
129, 4dfb3fdd38, 2000000, 4dfb3fdd78, 0
16, 5a4, 7, 4dfb3fdb18, 4
129, 4dfb3fdb70, 20019, 4dfb3fdbd0, 0
f, 5a4, 0, 0, 0
16, 490, 4, 4dfb3fdc50, 28
129, 4dfb3fdd38, 2000000, 4dfb3fdd78, 0
16, 5a4, 7, 4dfb3fdb18, 4
129, 4dfb3fdb70, 20019, 4dfb3fdbd0, 0
f, 5a4, 20019, 4dfb3fdb90, 5c
1e0, 2b481d79d08, f298cffa60, 1, 0
26, d6faafc6a8, 410, d6faafc650, d6faafc640
19, 7e8, 0, d6faafc700, 30
3f, 7e8, bdfbb49018, d6faafc6d8, 8
17, 56c, 4dfb3fde48, 2, 4dfb3fdb70
17, 56c, 4dfb3fde48, 2, 4dfb3fdb70
17, 56c, 4dfb3fde48, 2, 4dfb3fdb70
17, 56c, 4dfb3fde48, 2, 4dfb3fdb70
17, 56c, 4dfb3fde18, 2, 4dfb3fdb40
17, 56c, 4dfb3fde18, 2, 4dfb3fdb40
17, 490, 4dfb3fde18, 2, 4dfb3fdb40
17, 490, 4dfb3fde18, 2, 4dfb3fdb40
17, 490, 4dfb3fde18, 2, 4dfb3fdb40
16, 490, 4, 4dfb3fdc50, 28
16, 56c, 4, 4dfb3fdc50, 28
f, 56c, 1, 162eb2c07e0, 0
f, 490, 1, 162eb2c07e0, 0
48, 4dfb3fea60, 1f0003, 0, 1
7, 190, 490, 0, 0
24, fffffffffffffffe, 4, 1, 2a6e75b1fc8
f, 490, 1, 162eb2c07e0, 4
129, 4dfb3fdd38, 2000000, 4dfb3fdd78, 0
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
1ae, 68c, 9, 25f987f590, 4
3f, 7e8, 7fff274943a0, d6faafc6c0, 8
3f, 7e8, 21e3c604120, d6faafcae0, 138
3f, 7e8, 21e3c603d80, d6faafc430, 40
19, 7e8, 1, d6faafc730, 30
3e, ac, 0, 47ec8ff928, 0
3e, 1ac, 0, 47ec8ff998, 0
1e, ffffffffffffffff, b49aafd0c0, b49aafd0c8, 4000
1ae, 68c, 9, 25f987f590, 4
90, 30, 1c, 2c, 2a6e6802558
1ae, 20, 9, b7fb87f3d0, 4
1ae, 20, 9, b7fb87f3f8, 4
1e3, 20, 2a6e68c1130, 10, b7fb87f528
34, 0, 47ec8ff9e0, 47ec8ff998, 0
1b0, 2b0, 2, 0, 0
1be, 2b4, 0, f2983ff7f0, 30
14c2, 3, 2b48144ca58, ffffffff, 14ff
8a, 21c, 15b14ec0a60, 3, 7c9faf050
d, fffffffffffffffe, 2c, 15b14e96b18, 8
86, 3b8, 15b14ec0a60, 0, 7c9fae3c8
24, fffffffffffffffe, 8, 1, 7c9fae2f8
d, fffffffffffffffe, 5, 7c9fae270, 8
21, 670, 1d, 7c9fae118, 4
140, 670, 7c9fae0d8, 7c9fae0c0, 0
140, 670, 7c9fae0d8, 7c9fae0c0, 0
21, 670, 1, 7c9fadf60, 58
0, 7c9fadf30, 670, 10001, 7fff27446738
21, 670, c, 7c9fae408, 4
21, 670, 1, 7c9fae420, 54
63, 7fff1e2ed1a0, 7c9fae430, 670, 1
f, 670, 1, 15b14b907e0, 4
16, 490, 7, 4dfb3fdb18, 4
129, 4dfb3fdb70, 20019, 4dfb3fdbd0, 0
1e0, 7fff0db917f0, 4a65effc90, 1, 0
7f, 158, 0, 4e2bcfa790, 20000
d, fffffffffffffffe, 5, 4e2bcfa5c0, 8
24, fffffffffffffffe, e, 1, 4e2bcfa518
24, fffffffffffffffe, e, 4e2bcfa401, 4e2bcfa440
24, fffffffffffffffe, c, 1, 4e2bcfa848
1bd, 2c, b5c597f980, 0, b5c597f9b0
21, 770, 2f, 7c9fae2e0, 4
21, 770, c, 7c9fae324, 4
24, fffffffffffffffe, 2000000, 0, 7c9fae278
19, 7e8, 0, d6faafc1d0, 30
d, fffffffffffffffe, 5, 4e2bcfa840, 8
7f, 7b4, 0, 4e2bcfa9d0, 20000
d, fffffffffffffffe, 5, 4e2bcfa800, 8
24, fffffffffffffffe, e, 1, 4e2bcfa738
24, fffffffffffffffe, e, 4e2bcfa601, 4e2bcfa660
131, ffffffffffffffff, 2000000, 7c9fae278, 5c
140, 670, 7c9fae2a8, 7c9fae250, 0
1bd, 2c, b5c597f8d0, 0, b5c597f8d8
17c, 20, 1, 0, ffff0000
90, 30, 1c, 2c, 1f6d1a02558
f, 490, 0, 0, 0
f, 670, 1, 15b14b907e0, 4
16, 56c, 4, 4dfb3fdc50, 28
129, 4dfb3fdd38, 2000000, 4dfb3fdd78, 0
16, 490, 7, 4dfb3fdb18, 4
129, 4dfb3fdb70, 20019, 4dfb3fdbd0, 0
f, 490, 20019, 4dfb3fdb90, 5c
17, 56c, 4dfb3fde48, 2, 4dfb3fdb70
17, 56c, 4dfb3fde48, 2, 4dfb3fdb70
17, 56c, 4dfb3fde48, 2, 4dfb3fdb70
17, 56c, 4dfb3fde48, 2, 4dfb3fdb70
76, ffffffffffffffff, 4269b7dcb0, 4269b7dc00, 1000
48, 4e2bcfacc8, 1f0003, 0, 1
1ae, 20, 9, b5c597f900, 4
3f, 7e8, bdfbb49020, d6faafc1c0, 8
3f, 7e8, 21e3c603730, d6faafc200, 448
76, ffffffffffffffff, 4269b7dcb0, 4269b7dc00, 1000
76, ffffffffffffffff, 4269b7dc20, 4269b7db70, 1000
76, ffffffffffffffff, 4269b7dcb0, 4269b7dc00, 1000
76, ffffffffffffffff, 4269b7dcb0, 4269b7dc00, 1000
6, 1478, 0, 0, 4269b7e190
6, 1478, 0, 0, 4269b7e190
89, 428, 0, 6cf4ff4f8, 10
90, 10, 14, c, 11b0bf8
1e3, 18, 1149ef80, 10, 5dbf598
4, 2bc, 0, 0, 7c9fae290
1008, 80328, 87, 0, c
17, 56c, 4dfb3fde18, 2, 4dfb3fdb40
17, 56c, 4dfb3fde18, 2, 4dfb3fdb40
4, 2bc, 0, 0, 15b14e40950
76, ffffffffffffffff, 7c9fad1f0, 7c9fad140, 1000
21, fffffffffffffffa, 1d, 7c9fad260, 4
79, 15b14e5c7c8, 7c9fad438, 7c9fad448, 7c9fad4c0
89, 2fc, 0, a01cf7f3e8, 10
8c, 2fc, 0, 0, 0
6, 1478, 0, 0, 4269b7e160
1e, ffffffffffffffff, 606b7ff040, 606b7ff048, 4000
1ae, 20, 9, 606b7ff448, 4
17, 56c, 4dfb3fde18, 2, 4dfb3fdb40
17, 56c, 4dfb3fde18, 2, 4dfb3fdb40
16, 56c, 4, 4dfb3fdc50, 28
f, 56c, 1, 162eb2c07e0, 0
129, 4dfb3fdd38, 2000000, 4dfb3fdd78, 0
16, 56c, 7, 4dfb3fdb18, 4
129, 4dfb3fdb70, 20019, 4dfb3fdbd0, 0
f, 56c, 0, 0, 0
16, 490, 4, 4dfb3fdc50, 28
25, fffffffffffffffe, 17, 259b8fb560, 10
129, 4dfb3fdd38, 2000000, 4dfb3fdd78, 0
16, 56c, 7, 4dfb3fdb18, 4
77, 20fc5ecbf60, 2fc, 0, 0
1e3, 20, 20fc5e933b0, 10, a01cf7f5f8
89, 670, 0, 7c9fad380, 10
8c, 670, 20000, 15b14ebe860, 15b14e9f978
89, 2fc, 0, a01cf7f3e8, 10
8c, 2fc, 0, 0, 0
3f, 7e8, 21e3c603dc0, 27a7f5cc3d0, 84
129, 4dfb3fdb70, 20019, 4dfb3fdbd0, 0
f, 56c, 20019, 4dfb3fdb90, 5c
f, 490, 1, 162eb2c07e0, 0
129, 4dfb3fdd38, 2000000, 4dfb3fdd78, 0
16, 490, 7, 4dfb3fdb18, 4
129, 4dfb3fdb70, 20019, 4dfb3fdbd0, 0
f, 490, 0, 0, 0
16, 56c, 4, 4dfb3fdc50, 28
129, 4dfb3fdd38, 2000000, 4dfb3fdd78, 0
e, 4c, 0, 0, 0
1056, 80328, 8, c0c0c, 0
12c2, ffffffff99010c23, 7ff68f5a39d8, 4, 47ec8ff7d0
1068, ffffffff99010c23, f00021, 47ec8ff850, 1
1006, ffffffff8b01092d, 0, 120, 8
1ae, 20, 9, a01cf7f2a0, 4
8c, 2fc, 410000, 20fc5eab670, 0
8c, 670, 20000, 15b14ebe860, 15b14e9f978
48, a01cbff318, 1f0003, 0, 0
3c, ffffffffffffffff, fffffffffffffffe, ffffffffffffffff, 20fc5e8e5c8
89, 2fc, 0, a01cbff308, 10
8c, 2fc, 0, 0, 0
1ae, 20, 9, a01cbff180, 4
d, fffffffffffffffe, 2c, 20fc5ef8dc8, 8
26, a01cbfe270, 1000, a01cbfe220, a01cbfe210
19, 580, 18, a01cbfe268, 4
f, 580, 0, a01cbfe1d8, 0
1010, 7fff24bb1574, 0, 47ec8ff738, 0
14fb, ffffffff8b01092d, 1ed4e7f0580, 78304ae4, 1ed4d010000
e, 1ac, 0, 47ec8ff7e8, 0
16, 490, 7, 4dfb3fdb18, 4
129, 4dfb3fdb70, 20019, 4dfb3fdbd0, 0
f, 490, 20019, 4dfb3fdb90, 5c
f, 56c, 1, 162eb2c07e0, 0
129, 4dfb3fdd38, 2000000, 4dfb3fdd78, 0
8c, 2fc, 410000, 20fc5ebf970, 0
d, fffffffffffffffe, 2c, a01cbff060, 8
1bd, 30, 7c9fadcc0, 0, 7c9fadcc8
1e3, 20, 18698a0c330, 10, 606b7ff578
86, 4ac, 2a6e8545270, 0, 5c
21, fffffffffffffffa, 1, b7fbafe170, 58
d, fffffffffffffffe, 5, b7fbafe080, 8
d, fffffffffffffffe, 5, b7fbafe0a8, 8
36, b6, b7fbafdf70, 38, 0
19, ffffffffffffffff, 1, b7fbafdfa8, 30
51, 270, 1, cadc20, 40
23, ffffffffffffffff, 748c0000, 6, cadbc0
4, 1a8, 0, 0, 0
50031, 5, 0, 206, 7763849c
1d0, 7fff273aef34, 0, 25f9d7f188, 0
f, 7e8, 1, 27a7e9b07e0, 4
26, d6faafc6a8, 410, d6faafc650, d6faafc640
19, 7e8, 0, d6faafc700, 30
3f, 7e8, 252156d018, d6faafc6d8, 8
3f, 7e8, 7fff274943a0, d6faafc6c0, 8
3f, 7e8, 1adfd0040a0, d6faafcae0, 138
3f, 7e8, 1adfd003d10, d6faafc430, 40
19, 7e8, 1, d6faafc730, 30
19, 7e8, 0, d6faafc1d0, 30
3f, 7e8, 252156d020, d6faafc1c0, 8
3f, 7e8, 1adfd0036c0, d6faafc200, 448
3f, 7e8, 1adfd003d50, 27a7f542a30, 70
f, 7e8, 1, 27a7e9b07e0, 4
26, d6faafc6a8, 410, d6faafc650, d6faafc640
19, 7e8, 0, d6faafc700, 30
3f, 7e8, b1376d018, d6faafc6d8, 8
3f, 7e8, 7fff274943a0, d6faafc6c0, 8
3f, 7e8, 19cf20040c0, d6faafcae0, 138
16, 56c, 7, 4dfb3fdb18, 4
3f, 7e8, 19cf2003d10, d6faafc430, 40
19, 7e8, 1, d6faafc730, 30
19, 7e8, 0, d6faafc1d0, 30
3f, 7e8, b1376d020, d6faafc1c0, 8
3f, 7e8, 19cf20036c0, d6faafc200, 448
3f, 7e8, 19cf2003d50, 27a000b2da0, 9c
f, 7e8, 1, 27a7e9b07e0, 4
8c, 224, 20000, 27a004b9400, 27a7eb62f88
f, 770, 1, 15b14b907e0, 4
19, ffffffffffffffff, 3, b7fbafdfe0, 58
1ae, 20, 9, b7fbaff908, 4
1e3, 20, 2a6e684dcc0, 10, b7fbaffa38
5f, 5, 0, 0, bf4c7f790
5f, c, 0, 0, bf4c7f7b0
5f, 10, 0, 0, bf4c7f7c0
4, 1c8, 0, bf4c7f778, 0
4, 1c8, 0, bf4c7f778, 0
1e3, 20, 1761f89b760, 10, bf4c7f998
1bd, 24, 1076f4b0, 0, 1076f4e0
50, ffffffffffffffff, cadd00, cadcf8, 4
61, 230, 0, 1, 1
4, 21c, 0, c416bff5c8, 0
17c, 18, 1, 0, ffff0000
90, 28, 14, 24, 11b0d68
16e, 7fff08cc9a78, 0, 0, 1076e484
1de, 7fff08cc9a78, 1076e490, c, 0
16e, 7fff0e34d9d8, 0, 0, 1076e484
1de, 7fff0e34d9d8, 1076e490, 18, 0
129, 4dfb3fdb70, 20019, 4dfb3fdbd0, 0
4, ac, 0, 0, 0
1e3, 18, 1149ef80, 10, 5dbf598
1ae, 24, 9, 7c9faf458, 4
1e3, 24, 15b14e0fa40, 10, 7c9faf588
5e, 1a8, 300, 78, e07ca7b9d8
1e3, 18, 114a08e0, 10, 1076f588
f, 56c, 0, 0, 0
16, 490, 4, 4dfb3fdc50, 28
129, 4dfb3fdd38, 2000000, 4dfb3fdd78, 0
16, 56c, 7, 4dfb3fdb18, 4
129, 4dfb3fdb70, 20019, 4dfb3fdbd0, 0
f, 56c, 20019, 4dfb3fdb90, 5c
f, 490, 1, 162eb2c07e0, 0
76, ffffffffffffffff, 4dfb3fe6f0, 4dfb3fe640, 1000
4, 2ac, 0, c416bff5c8, 0
89, 1f0, 0, b7fc37f4a8, 10
1bd, 28, 47ec87f510, 0, 47ec87f540
f, 360, 1, 24bdf4507e0, 4
86, 298, 21f3a548580, 0, 1
16, 1ac, 7, b13a7c908, 4
1d, b13a7c948, 20006, b13a7c968, 0
16, 3f1a, 7, 866de50, 4
21, fffffffffffffffa, 1, 866dd10, 58
4, 230, 0, c416bff5c8, 0
60, 244, b13a7cdd8, 0, 3
f, 244, 1, 19cf1e207e0, 0
f2, ffffffffffffffff, b13a7cf38, b13a7cf30, b13a7cf10
1bd, 28, 47ec87f460, 0, 47ec87f468
90, 2c, 18, 28, 1ed4ce30d68
e, ac, 0, 10, 80000000
1e3, 1c, 1ed4ce3a000, 10, 47ec87f5e8
76, ffffffffffffffff, 4dfb3fe780, 4dfb3fe6d0, 1000
24, fffffffffffffffe, e, 1, 4dfb3fe008
24, fffffffffffffffe, e, 4dfb3fdf01, 4dfb3fdf30
76, ffffffffffffffff, 4dfb3fdd10, 4dfb3fdc60, 1000
76, ffffffffffffffff, 4dfb3fdda0, 4dfb3fdcf0, 1000
24, fffffffffffffffe, c, 1, 4dfb3fe158
d, fffffffffffffffe, 5, 4dfb3fe150, 8
7f, 3d0, 0, 162eb47edf0, 20000
d, fffffffffffffffe, 5, 4dfb3fe110, 8
8c, 3d0, 20000, 162ebdbd270, 162ebd70ce8
89, 37c, 0, a32616f448, 10
129, 866de58, 2000000, 866deb0, 0
17, 3f1a, 866e538, 2, 866e260
76, ffffffffffffffff, b13a7ca50, b13a7c9a0, 1000
8c, 37c, 0, 0, 0
34, 0, e8a97fc3f0, 5f, 0
f, 453c, 0, b25dd48, 0
4, 1320, 0, c416bff5c8, 0
124d, c416bff570, c0003280, 1c5a4484500, 0
4, 2b0, 0, c416bff588, 0
89, 21c, 0, 7c9faf378, 10
8c, 21c, 0, 0, 0
1ae, 24, 9, 7c9faf1f0, 4
8a, 21c, 15b14ebc660, 3, 7c9faf050
d, fffffffffffffffe, 2c, 15b14e882c8, 8
4c, 6, b25ddb0, 0, 1bdf3c50
1d3, 10, 0, 0, 5e06dff9c0
1d3, 10, 0, 0, 5e06dff9c0
90, 10, 14, c, 253a88023d8
48, 5e06dff938, 1f0003, 0, 0
3c, ffffffffffffffff, fffffffffffffffe, ffffffffffffffff, 253a88e0058
89, 224, 0, 5e06dff928, 10
8c, 224, 0, 0, 0
89, 93c, 0, 5e06dff7a0, 10
f, 93c, 93c, 253a882a628, 0
90, 74, 14, 70, 253a8806978
f8, 0, 5e06dffa60, 0, 0
89, 224, 0, 5e06dff928, 10
8c, 224, 0, 0, 0
89, 8cc, 0, 5e06dff7a0, 10
f, 8cc, 8cc, 253a882a628, 0
1e3, 18, 253ab1dd210, 10, 5e06dffb98
1e3, 18, 253ab1dd210, 10, 5e06dffb98
3e, ac, 0, 47ec8ff928, 0
3e, 1ac, 0, 47ec8ff998, 0
34, 0, 47ec8ff9e0, 47ec8ff998, 0
1bd, 24, 8eee2ff610, 0, 8eee2ff640
1bd, 24, 8eee2ff560, 0, 8eee2ff568
90, 28, 14, 24, 19281690d68
1e3, 18, 19283683f90, 10, 8eee2ff6e8
23, ffffffffffffffff, 24be0100000, 3, e07ca77108
23, ffffffffffffffff, 24be0100000, 3, e07ca772b8
23, ffffffffffffffff, 24be0100000, 3, e07ca775c8
18, ffffffffffffffff, b13a7cd60, 0, b13a7cd68
16, 3f1a, 3, 866e2f0, 188
16, 3f1a, 7, 866de50, 4
21, fffffffffffffffa, 1, 866dd10, 58
129, 866de58, 2000000, 866deb0, 0
17, 3f1a, 866e538, 2, 866e260
16, 3f1a, 3, 866e350, 180
